id_siniestro;id_poliza;id_asegurado;id_vehiculo;ramo;cobertura;fecha_ocurrencia;fecha_reporte;monto_reclamado_usd;monto_estimado_usd;monto_pagado_usd;estado;sucursal;ciudad_evento;descripcion;documentos_completos;id_beneficiario;tipo_beneficiario;dias_desde_inicio_poliza;dias_desde_fin_poliza;dias_entre_ocurrencia_reporte;historial_siniestros_asegurado;tuvo_parte_policial;tuvo_testigo;fault_responsable;etiqueta_fraude_simulada;ramo_pol;fecha_inicio;fecha_fin;prima_usd;suma_asegurada_usd;deducible_usd;canal_venta;ciudad;estado_poliza;tipo_cobertura;segmento;antiguedad_anios;ciudad_ase;num_polizas;reclamos_ultimos_12_meses;mora_actual;score_cliente_simulado;placa;chasis;motor;marca;modelo;anio_vehiculo;categoria;valor_comercial_usd;id_proveedor;nombre;tipo;ciudad_prov;antiguedad_anios_prov;lista_restrictiva;reclamos_asociados;porcentaje_casos_observados;monto_promedio_reclamado_usd
SIN-009057;POL-0003347;ASE-001628;VEH-0008717;Vehículos;Responsabilidad Civil;18/5/2024;20/5/2024;526344;45312;45312;Pago Total;Quito;Quito;Para conocimiento de la Compañía: Vehículo asegurado sufrió colisión frontal mientras se encontraba detenido en semáforo en la avenida Av. 6 de Diciembre. El tercero responsable abandonó el lugar antes de la llegada de la policía. Notifico para los trámites correspondientes. Ref. 483431.;Sí;PRV-0036;Clínica;335;30;2;3;No;No;Asegurado;0;Vehículos;18/6/2023;17/6/2024;71167;2609334;4000;Agente;Quito;Vencida;Liability;Corporativo;20;Quito;2;2;No;769;PJQ-8588;165VELHZNFANRS7XE;HV8HQEJ7;Honda;Civic;2017;Sport;2623295;PRV-0036;Policlínico Manabí;Clínica;Guayaquil;11;No;312;385;101168
SIN-009058;POL-0001770;ASE-000855;VEH-0008718;Vehículos;Responsabilidad Civil;14/5/2024;15/5/2024;730306;610869;0;Negativa;Guayaquil;Guayaquil;Pongo en conocimiento: A las 20:00 del 14/05/2024, en la Av. Galo Plaza, otro vehículo invadió mi carril produciendo impacto frontal. Se reporta daño en parachoques delantero del vehículo asegurado. Adjunto documentación de respaldo. Ref. 445293.;Sí;PRV-0007;Taller;356;9;1;3;No;No;Asegurado;0;Vehículos;24/5/2023;23/5/2024;56613;2606595;4000;Banca seguros;Guayaquil;Vencida;Liability;Corporativo;10;Guayaquil;3;3;No;752;GIE-3307;GL63JG804NE5RTYPS;QHQE94DPD;Toyota;RAV4;2017;Sport;2531498;PRV-0007;Auto Reparaciones Cuenca;Taller;Manta;21;No;413;1937;1164699
SIN-009059;POL-0012633;ASE-006240;VEH-0008719;Vehículos;Responsabilidad Civil;16/4/2024;16/4/2024;351409;307064;0;Negativa;Ambato;Ambato;Pongo en conocimiento: Realizando giro en intersección de Av. Mariscal Sucre con calle García Moreno, fui golpeado en frontal por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Quedo a la espera de la inspección del perito. Ref. 555847.;Sí;PRV-0029;Taller;255;110;0;5;No;No;Asegurado;0;Vehículos;5/8/2023;4/8/2024;56667;2635837;4000;Banca seguros;Ambato;Vencida;Liability;Joven;19;Ambato;6;6;No;544;TIT-7467;XN5KF424GXJ3ZZAF7;K5FASH8D;Toyota;Hilux;2017;Sport;272868;PRV-0029;Taller La Y;Taller;Machala;15;No;409;2372;1311721
SIN-009060;POL-0004724;ASE-002323;VEH-0008720;Vehículos;Responsabilidad Civil;17/4/2024;5/5/2024;122782;117455;62305;Pago Parcial;Ambato;Ambato;Pongo en conocimiento: Atendiendo a familiar transportado al hospital, un automotor en la Av. Amazonas cruzó sin precaución la intersección y produjo daños severos en capó. Quedo a la espera de la inspección del perito. Ref. 888404.;Sí;PRV-0013;Taller;93;272;18;5;No;No;Asegurado;0;Vehículos;15/1/2024;14/1/2025;76494;2873516;4000;Banca seguros;Ambato;Vencida;Liability;Estándar;14;Ambato;3;3;No;728;TMH-8443;J8ZR60DETC5TM68MM;IDNOQOXNL;Toyota;Corolla;2017;Sport;203691;PRV-0013;Reparauto Loja;Taller;Portoviejo;21;No;352;2386;1325216
SIN-009061;POL-0002554;ASE-001231;VEH-0008721;Vehículos;Responsabilidad Civil;10/4/2024;10/4/2024;430307;394628;156522;Anticipo;Ambato;Ambato;Reporto a la aseguradora que Aproximadamente a las 20:45 sufrí accidente de tránsito en la Av. de las Américas cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Adjunto documentación de respaldo. Ref. 512205.;No;PRV-0001;Taller;220;145;0;0;No;No;Tercero;0;Vehículos;3/9/2023;2/9/2024;51254;2330118;4000;Broker;Ambato;Vencida;Liability;Estándar;18;Ambato;3;3;No;690;TTL-7694;U6GSUDDN26ULGN247;1ZMW0IE9;Honda;Civic;2017;Sport;283579;PRV-0001;Talleres Andinos Cía. Ltda.;Taller;Ambato;15;No;345;29;1051504
SIN-009062;POL-0007353;ASE-003626;VEH-0008722;Vehículos;Choque;13/4/2024;16/4/2024;910801;884817;0;Reserva;Quito;Quito;Por medio del presente, Estacionado frente a domicilio en sector Iñaquito encuentro vehículo con daños en puerta del conductor sin nota ni datos del responsable. Se presume golpe y fuga. Quedo a la espera de la inspección del perito. Ref. 122683.;No;PRV-0005;Taller;260;105;3;1;No;No;Asegurado;0;Vehículos;28/7/2023;27/7/2024;153187;3822788;4000;Broker;Quito;Vencida;Collision;Estándar;13;Quito;3;3;No;720;PZD-6360;ATT474UR0DSRA8YMS;6Y41YHM7U;Dodge;Journey;2015;Sedan;3297798;PRV-0005;Servitec Guayas;Taller;Ibarra;15;No;288;451;1136744
SIN-009063;POL-0011756;ASE-005804;VEH-0008723;Vehículos;Choque;12/4/2024;15/4/2024;564355;485583;204877;Pago Parcial;Ambato;Ambato;En el redondel de Solanda otro conductor no respetó el derecho de paso ocasionando choque por alcance con resultado de daños considerables. Estoy disponible para ampliar información si se requiere. Ref. 168284.;Sí;PRV-0004;Taller;181;184;3;0;No;No;Tercero;0;Vehículos;14/10/2023;13/10/2024;3262;848828;4000;Agente;Quito;Vencida;Collision;Estándar;17;Quito;3;3;No;649;PCY-0728;W558T5BYWBLH45Z8V;J0U5FR5MI9;Toyota;RAV4;2017;Sedan;1804377;PRV-0004;Centro Automotriz Equinoccial;Taller;Manta;19;No;324;309;1298447
SIN-009064;POL-0013190;ASE-006498;VEH-0008724;Vehículos;Responsabilidad Civil;1/4/2024;1/4/2024;1237491;1065479;769418;Pago Parcial;Manta;Manta;El suscrito asegurado informa: Atendiendo a familiar transportado al hospital, un automotor en la Av. Mariscal Sucre cruzó sin precaución la intersección y produjo daños severos en maletero. Se anexa parte policial. Ref. 535128.;Sí;PRV-0004;Taller;234;131;0;5;No;No;Asegurado;0;Vehículos;11/8/2023;10/8/2024;238043;1091694;4000;Banca seguros;Ambato;Vencida;Liability;Joven;1;Ambato;4;4;No;627;TOL-6574;CTYE38WZ7UYFP9L3F;6AB1UWLM0;Volkswagen;Gol;2017;Sport;7428526;PRV-0004;Centro Automotriz Equinoccial;Taller;Manta;19;No;324;309;1298447
SIN-009065;POL-0012655;ASE-006250;VEH-0008725;Vehículos;Choque;1/1/2024;9/1/2024;1268963;1107566;1107566;Pago Total;Portoviejo;Portoviejo;Reporto a la aseguradora que En el redondel de Iñaquito otro conductor no respetó el derecho de paso ocasionando choque lateral con resultado de daños considerables. Adjunto documentación de respaldo. Ref. 532598.;Sí;PRV-0029;Taller;32;333;8;1;No;No;Tercero;0;Vehículos;30/11/2023;29/11/2024;377035;8831607;4000;Web;Portoviejo;Vencida;Collision;Estándar;3;Portoviejo;2;2;Sí;487;MGC-5183;SD5K2DTVBRWSP7C7W;UWTUMCXTT;Mazda;CX-30;2019;Sport;9975682;PRV-0029;Taller La Y;Taller;Machala;15;No;409;2372;1311721
SIN-009066;POL-0011923;ASE-005892;VEH-0008726;Vehículos;Responsabilidad Civil;27/3/2024;28/3/2024;11117;100031;100031;Liquidado;Portoviejo;Portoviejo;"Por medio del presente, Pérdida de control del vehículo por desperfecto mecánico en plena Vía a la Costa; impacto contra muro de contención. Daños extensos en parachoques delantero. Se anexan fotografías del evento. Ref. 249299.";Sí;PRV-0013;Taller;183;182;1;1;No;No;Asegurado;0;Vehículos;26/9/2023;25/9/2024;27112;1154193;4000;Banca seguros;Quito;Vencida;Liability;Estándar;13;Quito;6;6;No;549;PGE-0342;H3ZGX4HB0FP9Z0FNK;LPTG0Q5H;Chevrolet;Spark;2017;Sport;1437294;PRV-0013;Reparauto Loja;Taller;Portoviejo;21;No;352;2386;1325216
SIN-009067;POL-0004918;ASE-002420;VEH-0008727;Vehículos;Choque;17/3/2024;25/3/2024;258802;224684;224684;Pago Total;Ambato;Ambato;Solicito atención al siguiente caso. Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó trasera de mi vehículo. Existe video de cámaras del lugar. Solicito se atienda con prontitud el reclamo. Ref. 512922.;Sí;PRV-0044;Perito;246;119;8;1;No;No;Tercero;0;Vehículos;15/7/2023;14/7/2024;72015;2106967;4000;Broker;Ambato;Vencida;Collision;Estándar;16;Ambato;1;1;No;739;TTM-5447;U3EBU4UC7FGPZMK0A;Q7WLQXHK;Chevrolet;Spark;2018;Sedan;2322372;PRV-0044;Perito Aut. F. Mendoza;Perito;Machala;15;No;299;234;1068546
SIN-009068;POL-0006908;ASE-003410;VEH-0008728;Vehículos;Daño;12/3/2024;13/3/2024;272163;239567;0;Reserva;Quito;Quito;Granizada del 12/03/2024 en El Recreo produjo abolladuras en capó y techo del vehículo. Solicito se atienda con prontitud el reclamo. Ref. 115274.;Sí;PRV-0009;Taller;113;252;1;0;No;No;Asegurado;0;Vehículos;20/11/2023;19/11/2024;128898;2530135;4000;Banca seguros;Quito;Vencida;All Perils;Estándar;16;Quito;1;1;No;801;PHM-3128;YV3W74LB44F1EGADM;4YK0A8V0A;Honda;Civic;2019;Sedan;2071228;PRV-0009;Multi Servicios Vehiculares S.A.;Taller;Portoviejo;6;No;341;235;1056454
SIN-009069;POL-0005764;ASE-002837;VEH-0008729;Vehículos;Choque;1/3/2024;14/3/2024;1647369;1560744;1560744;Liquidado;Manta;Manta;El suscrito asegurado informa: En el redondel de Kennedy otro conductor no respetó el derecho de paso ocasionando choque frontal con resultado de daños considerables. Adjunto documentación de respaldo. Ref. 634559.;Sí;PRV-0019;Taller;202;163;13;1;No;No;Tercero;0;Vehículos;12/8/2023;11/8/2024;136565;3099521;4000;Banca seguros;Manta;Vencida;Collision;Estándar;5;Manta;2;2;No;699;MJI-9575;AMVBLCAE9LVRD6J7U;S4AP6GMV64;Chevrolet;Spark;2018;Sedan;3544263;PRV-0019;Tecno-Color Pinturas Automotrices;Taller;Machala;23;No;298;436;1098373
SIN-009070;POL-0002092;ASE-001006;VEH-0008730;Vehículos;Responsabilidad Civil;6/3/2024;18/3/2024;993638;912255;912255;Liquidado;Ambato;Ambato;Para conocimiento de la Compañía: Aproximadamente a las 12:15 sufrí accidente de tránsito en la Vía a la Costa cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Quedo a la espera de la inspección del perito. Ref. 388241.;Sí;PRV-0040;Perito;322;43;12;3;No;No;Asegurado;0;Vehículos;19/4/2023;18/4/2024;229738;9728767;4000;Banca seguros;Ambato;Vencida;Liability;Joven;20;Ambato;4;4;No;600;TKF-4179;3E3XARDEFJ7A5ANM1;O66N1APYJ;Honda;Fit;2024;Sport;710576;PRV-0040;Perito Aut. M. Vinueza;Perito;Quito;14;No;291;241;1138966
SIN-009071;POL-0006193;ASE-003045;VEH-0008731;Vehículos;Choque;2/1/2024;9/1/2024;337604;308261;0;Cierre Sin Consecuencia;Cuenca;Cuenca;Por medio del presente, Atendiendo a familiar transportado al hospital, un automotor en la Av. Francisco de Orellana cruzó sin precaución la intersección y produjo daños severos en puerta del conductor. Quedo a la espera de la inspección del perito. Ref. 746142.;Sí;PRV-0011;Taller;50;315;7;0;No;No;Asegurado;1;Vehículos;13/11/2023;12/11/2024;87905;2410495;4000;Venta directa;Cuenca;Vencida;Collision;Estándar;19;Cuenca;3;3;No;694;ALI-2638;NCZ0R5HBR0NGYY966;85Y1Z3THJ7;Toyota;Hilux;2015;Sedan;2451154;PRV-0011;Pinturas y Latonería Sur;Taller;Ibarra;16;Sí;328;125;1077337
SIN-009072;POL-0007288;ASE-003594;VEH-0008732;Vehículos;Choque;24/2/2024;11/4/2024;592336;495753;302673;Pago Parcial;Quito;Quito;Pongo en conocimiento: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó posterior de mi vehículo. Existe video de cámaras del lugar. Solicito se atienda con prontitud el reclamo. Ref. 140715.;Sí;PRV-0019;Taller;356;9;47;0;No;No;Asegurado;0;Vehículos;5/3/2023;4/3/2024;87754;2307886;4000;Broker;Quito;Vencida;Collision;Premium;20;Quito;3;3;No;716;PAJ-9959;SU1XJ2WM8GVX3MKJS;UN28BUXYVR;Toyota;RAV4;2017;Sedan;2543788;PRV-0019;Tecno-Color Pinturas Automotrices;Taller;Machala;23;No;298;436;1098373
SIN-009073;POL-0002032;ASE-000976;VEH-0001179;Vehículos;Choque;23/2/2024;26/2/2024;1180348;1034466;423498;Pago Parcial;Quito;Quito;Hago constar que Mientras realizaba la prueba de manejo de El Condado hacia el centro de la ciudad, un motociclista impactó mi vehículo. Daños superficiales en capó. Ref. 181710.;Sí;PRV-0032;Clínica;235;130;3;3;No;No;Asegurado;0;Vehículos;14/12/2022;14/12/2023;372639;10061453;4000;Broker;Quito;Vencida;Collision;Estándar;14;Quito;4;4;No;634;PKH-6005;VLJR9R5AGYDKBAFLB;WH3CJTK4A3;Honda;Civic;2020;Sport;9933624;PRV-0032;Centro Médico Pichincha;Clínica;Ambato;8;No;285;316;1121295
SIN-009074;POL-0011678;ASE-005769;VEH-0008733;Vehículos;Choque;22/2/2024;5/3/2024;642657;535609;535609;Liquidado;Ambato;Ambato;"Hago constar que Pérdida de control del vehículo por desperfecto mecánico en plena Panamericana Norte; impacto contra muro de contención. Daños extensos en parachoques delantero. Solicito se atienda con prontitud el reclamo. Ref. 318829.";Sí;PRV-0020;Taller;68;297;12;3;No;No;Tercero;0;Vehículos;16/12/2023;15/12/2024;128208;2085863;4000;Web;Ambato;Vencida;All Perils;Estándar;16;Ambato;4;4;No;636;TCK-1538;BTMWJZW6X3HGKEPT3;HATD294P;Chevrolet;Spark;2018;Sedan;2659271;PRV-0020;MotorPlus Servicios;Taller;Portoviejo;5;Sí;324;957;1115917
SIN-009075;POL-0012749;ASE-006293;VEH-0008734;Vehículos;Choque;19/2/2024;20/2/2024;1255501;1013152;0;Reserva;Cuenca;Cuenca;Para conocimiento de la Compañía: Colisión por alcance en la Av. de las Américas, conductor del vehículo posterior no guardó distancia prudente. Daños menores en parachoques y maletero. Notifico para los trámites correspondientes. Ref. 910062.;Sí;PRV-0032;Clínica;268;97;1;0;No;No;Asegurado;0;Vehículos;27/5/2023;26/5/2024;195114;5229959;4000;Broker;Cuenca;Vencida;Collision;Estándar;8;Cuenca;5;5;No;559;ADX-1383;TB7A623G17Z13BCES;71LVD801NX;Ford;Ranger;2015;Sedan;5883536;PRV-0032;Centro Médico Pichincha;Clínica;Ambato;8;No;285;316;1121295
SIN-009076;POL-0007266;ASE-003586;VEH-0001942;Vehículos;Choque;9/2/2024;19/2/2024;1569537;143046;143046;Pago Total;Guayaquil;Guayaquil;Solicito atención al siguiente caso. El día 09/02/2024 circulando por la Av. Amazonas en sentido oeste-sur fui impactado en la parte posterior por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Ref. 704102.;Sí;PRV-0022;Taller;212;153;10;0;No;No;Asegurado;0;Vehículos;6/9/2022;6/9/2023;70725;2471325;4000;Web;Guayaquil;Vencida;Liability;Corporativo;3;Guayaquil;5;5;No;565;GYP-2133;EGLHF9PL85J2375HT;WZ65LC8IA;Mazda;CX-30;2016;Sport;2163873;PRV-0022;AutoExpress 24h;Taller;Cuenca;21;No;328;366;978608
SIN-009077;POL-0013420;ASE-006616;VEH-0001762;Vehículos;Responsabilidad Civil;8/2/2024;8/2/2024;879418;748839;748839;Pago Total;Quito;Quito;El suscrito asegurado informa: El día 08/02/2024 circulando por la Av. de las Américas en sentido norte-este fui impactado en la parte trasera por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Estoy disponible para ampliar información si se requiere. Ref. 702415.;Sí;PRV-0020;Taller;271;94;0;3;No;No;Asegurado;0;Vehículos;25/8/2023;24/8/2024;73042;2694699;4000;Banca seguros;Quito;Vencida;Liability;Joven;13;Quito;4;4;No;729;PED-8036;EMLR7MXYSFAHBXMNA;V4M69RYDQ;Toyota;RAV4;2016;Sport;2540186;PRV-0020;MotorPlus Servicios;Taller;Portoviejo;5;Sí;324;957;1115917
SIN-009078;POL-0009331;ASE-004583;VEH-0002821;Vehículos;Responsabilidad Civil;3/2/2024;19/2/2024;157832;151367;0;Reserva;Quito;Quito;El suscrito asegurado informa: Realizando giro en intersección de Av. Galo Plaza con calle Sucre, fui golpeado en lateral izquierda por automotor que circulaba a velocidad excesiva. Hubo testigos del evento. Estoy disponible para ampliar información si se requiere. Ref. 689788.;Sí;PRV-0030;Taller;325;40;16;5;No;No;Asegurado;0;Vehículos;9/8/2023;8/8/2024;98456;2172435;4000;Broker;Quito;Vencida;Collision;Corporativo;16;Quito;5;5;No;647;PZU-2202;030Z271MUJ0TFBC4D;EIDP72VDHU;Chevrolet;D-Max;2017;Sedan;2007944;PRV-0030;Servi Llantas y Más;Taller;Manta;13;No;329;426;1087352
SIN-009079;POL-0007619;ASE-003755;VEH-0008735;Vehículos;Responsabilidad Civil;2/2/2024;14/2/2024;287272;254533;139054;Pago Parcial;Quito;Quito;En el redondel de La Mariscal otro conductor no respetó el derecho de paso ocasionando choque lateral con resultado de daños considerables. Se anexa parte policial. Ref. 955257.;Sí;PRV-0047;Perito;135;230;12;3;No;No;Asegurado;0;Vehículos;20/9/2023;19/9/2024;59817;2338215;5000;Agente;Quito;Vencida;Liability;Corporativo;17;Quito;2;2;No;825;PKI-9184;U6HEL622EWZLXBEJJ;CICGZ51U68;Mazda;BT-50;2017;Sport;2234084;PRV-0047;Estudio Pericial Ecuador;Perito;Manta;14;No;326;399;120783
SIN-009080;POL-0001889;ASE-000911;VEH-0008736;Vehículos;Choque;2/2/2024;12/2/2024;2456616;2178387;1296152;Pago Parcial;Ibarra;Ibarra;Hago constar que Volcadura del vehículo ocurrida la madrugada del 02/02/2024 en curva pronunciada de la Panamericana Norte. Conductor único, sin terceros involucrados. Quedo a la espera de la inspección del perito. Ref. 563176.;No;PRV-0026;Taller;353;12;10;3;No;No;Tercero;0;Vehículos;14/2/2023;14/2/2024;576918;10283924;4000;Web;Manta;Vencida;All Perils;Corporativo;7;Manta;4;4;No;640;MBZ-0714;XLZWR4F9EYPY7Y601;3YTF4NBY;Chevrolet;Onix;2017;Sedan;8289559;PRV-0026;Chevrocenter Servicios;Taller;Machala;24;No;304;395;1172187
SIN-009081;POL-0008949;ASE-004401;VEH-0008737;Vehículos;Responsabilidad Civil;2/1/2024;15/4/2024;602124;487906;0;Reserva;Guayaquil;Guayaquil;Para conocimiento de la Compañía: Aproximadamente a las 12:30 sufrí accidente de tránsito en la Av. Simón Bolívar cuando un vehículo particular efectuó maniobra brusca de cambio de carril sin señalizar. Notifico para los trámites correspondientes. Ref. 452989.;Sí;PRV-0044;Perito;329;36;104;5;No;No;Tercero;0;Vehículos;7/2/2023;7/2/2024;58205;2094414;4000;Venta directa;Guayaquil;Vencida;Liability;Estándar;13;Guayaquil;3;3;No;724;GBS-9228;5S6HR28SGHTX2G94E;O1EN6S2WB;Chevrolet;Tracker;2018;Sport;2307031;PRV-0044;Perito Aut. F. Mendoza;Perito;Machala;15;No;299;234;1068546
SIN-009082;POL-0000424;ASE-000213;VEH-0008738;Vehículos;Responsabilidad Civil;26/12/2024;7/1/2025;250386;211671;211671;Pago Total;Guayaquil;Guayaquil;Por medio del presente, El 26/12/2024 alrededor de las 16:00, mi vehículo fue golpeado por un taxi en La Carolina cuando este intentaba un giro indebido. Daño en puerta del pasajero. Ref. 801600.;Sí;PRV-0030;Taller;185;180;12;5;No;No;Asegurado;0;Vehículos;24/6/2024;24/6/2025;5966;2076815;4000;Agente;Guayaquil;Vigente;Liability;Estándar;9;Guayaquil;4;4;No;647;GUS-2987;JLD8MC0V8LTMFNTGM;3BVZIRVV;Chevrolet;Captiva;2020;Sport;2658424;PRV-0030;Servi Llantas y Más;Taller;Manta;13;No;329;426;1087352
SIN-009083;POL-0004162;ASE-002036;VEH-0008739;Vehículos;Choque;3/1/2024;4/1/2024;1368934;1099434;0;Reserva;Ambato;Ambato;Hago constar que En el redondel de El Condado otro conductor no respetó el derecho de paso ocasionando choque frontal con resultado de daños considerables. Ref. 517821.;Sí;PRV-0017;Taller;32;333;1;0;No;No;Tercero;0;Vehículos;2/12/2023;1/12/2024;85877;2185466;4000;Banca seguros;Santo Domingo;Vencida;Collision;Corporativo;11;Santo Domingo;1;1;No;859;YQZ-3778;AV5JBY9X7BHBSSNZB;DUVS38L0;Hyundai;Santa Fe;2017;Sedan;2838637;PRV-0017;Latonería Internacional;Taller;Guayaquil;23;No;353;2323;1324524
SIN-009084;POL-0010812;ASE-005337;VEH-0008740;Vehículos;Choque;19/7/2024;20/7/2024;1077777;97351;97351;Liquidado;Manta;Manta;Estacionado frente a domicilio en sector Calderón encuentro vehículo con daños en guardafango sin nota ni datos del responsable. Se presume golpe y fuga. Ref. 150197.;Sí;PRV-0045;Perito;170;195;1;3;No;No;Tercero;0;Vehículos;31/1/2024;30/1/2025;155152;276209;7000;Web;Manta;Vencida;All Perils;Corporativo;6;Manta;3;3;No;774;MBO-5006;J5F47UNU5MTATUHPU;6TQ60DK80;Chevrolet;Aveo;2015;Sedan;2876891;PRV-0045;Perito Aut. D. Cabrera;Perito;Manta;4;No;339;295;1082864
SIN-009085;POL-0007008;ASE-003459;VEH-0008741;Vehículos;Choque;1/4/2024;19/4/2024;262446;2153905;2153905;Pago Total;Guayaquil;Guayaquil;Reporto a la aseguradora que Reporto siniestro ocurrido el 01/04/2024 en Calderón. Un vehículo de mayor tonelaje me cerró el paso y colisionamos generando daños en techo. Ref. 405769.;No;PRV-0025;Taller;94;271;18;0;No;No;Tercero;0;Vehículos;29/12/2023;28/12/2024;294299;8061893;4000;Web;Guayaquil;Vencida;Collision;Joven;18;Guayaquil;2;2;No;757;GMI-1082;W5VHVZAMFTC30YYND;4TV4KVZUI5;Honda;CR-V;2019;Sport;10783245;PRV-0025;Mecánica Especializada Toyotech;Taller;Ibarra;16;No;278;216;1044531
SIN-009086;POL-0009487;ASE-004663;VEH-0008742;Vehículos;Choque;12/7/2024;22/7/2024;366068;338994;338994;Pago Total;Guayaquil;Guayaquil;Pongo en conocimiento: Atendiendo a familiar transportado al hospital, un automotor en la Av. Eloy Alfaro cruzó sin precaución la intersección y produjo daños severos en parachoques delantero. Notifico para los trámites correspondientes. Ref. 289632.;Sí;PRV-0010;Taller;172;193;10;1;No;No;Asegurado;0;Vehículos;22/1/2024;21/1/2025;65955;1553677;4000;Broker;Guayaquil;Vencida;Collision;Premium;16;Guayaquil;1;1;No;766;GSB-9585;7K8RT2J93JLET96DC;YH0I35GIV;Toyota;RAV4;2019;Sedan;1767321;PRV-0010;Carrocerías El Valle;Taller;Ibarra;16;No;277;289;1164973
SIN-009087;POL-0011419;ASE-005640;VEH-0008743;Vehículos;Responsabilidad Civil;18/6/2024;18/6/2024;86584;7517;30483;Pago Parcial;Quito;Quito;Reporto a la aseguradora que Choque múltiple en la Av. Mariscal Sucre en condiciones de lluvia. Mi vehículo recibió impacto de dos automotores y presenta afectación en parabrisas. Se anexan fotografías del evento. Ref. 130372.;Sí;PRV-0019;Taller;257;108;0;3;No;No;Asegurado;0;Vehículos;5/10/2023;4/10/2024;46234;2038598;4000;Agente;Quito;Vencida;Liability;Corporativo;1;Quito;3;3;No;710;PMK-9524;U1CJ44N9WE2LRWVT3;0K7JYB5Q1;Mazda;CX-30;2015;Sport;289188;PRV-0019;Tecno-Color Pinturas Automotrices;Taller;Machala;23;No;298;436;1098373
SIN-009088;POL-0003880;ASE-001893;VEH-0008744;Vehículos;Choque;3/1/2024;17/1/2024;747924;669655;0;Reserva;Loja;Loja;El suscrito asegurado informa: Salí del estacionamiento del centro comercial y un tercero que circulaba en reversa impactó trasera de mi vehículo. Existe video de cámaras del lugar. Notifico para los trámites correspondientes. Ref. 710595.;Sí;PRV-0011;Taller;88;277;14;0;No;No;Asegurado;1;Vehículos;7/10/2023;6/10/2024;140107;2802638;4000;Banca seguros;Loja;Vencida;All Perils;Estándar;11;Loja;2;2;No;680;LCA-4726;1WRK9CHK2M3YLWEBM;XIRSI7P3;Mazda;3;2017;Sedan;2338351;PRV-0011;Pinturas y Latonería Sur;Taller;Ibarra;16;Sí;328;125;1077337
SIN-009089;POL-0008563;ASE-004211;VEH-0008745;Vehículos;Choque;25/8/2024;26/8/2024;3591758;3142095;3142095;Pago Total;Quito;Quito;Comunico que Estacionado frente a domicilio en sector Alborada encuentro vehículo con daños en parabrisas sin nota ni datos del responsable. Se presume golpe y fuga. Se anexan fotografías del evento. Ref. 779930.;Sí;PRV-0001;Taller;292;73;1;0;No;No;Asegurado;0;Vehículos;7/11/2023;6/11/2024;502453;8937473;4000;Agente;Quito;Vencida;All Perils;Premium;6;Quito;4;4;No;635;PWO-6323;ZAS7CXC8UFHPAUEWW;MB4X3HQ4C7;Chevrolet;Spark;2015;Sedan;10793285;PRV-0001;Talleres Andinos Cía. Ltda.;Taller;Ambato;15;No;345;29;1051504
SIN-009090;POL-0011153;ASE-005508;VEH-0008746;Vehículos;Responsabilidad Civil;7/11/2024;11/11/2024;60655;50427;0;Reserva;Quito;Quito;El suscrito asegurado informa: Estacionado frente a domicilio en sector Tumbaco encuentro vehículo con daños en luneta sin nota ni datos del responsable. Se presume golpe y fuga. Notifico para los trámites correspondientes. Ref. 176089.;Sí;PRV-0035;Clínica;146;219;4;3;No;No;Asegurado;0;Vehículos;14/6/2024;14/6/2025;55895;2343249;4000;Agente;Quito;Vigente;Liability;Estándar;15;Quito;2;2;No;771;PRM-8397;HMPNGK25D1D35J275;RSZBU75I;Honda;CR-V;2018;Sport;2684918;PRV-0035;Centro Traumatológico Andino;Clínica;Santo Domingo;15;No;305;262;988194
SIN-009091;POL-0006035;ASE-002968;VEH-0008747;Vehículos;Pérdida Total;5/12/2024;5/12/2024;2184175;2049131;2049131;Liquidado;Quito;Quito;Solicito atención al siguiente caso. El día 05/12/2024 circulando por la Av. Mariscal Sucre en sentido oeste-norte fui impactado en la parte lateral derecha por otro vehículo que no respetó la señalización. El conductor del otro vehículo se dio a la fuga. Notifico para los trámites correspondientes. Ref. 197962.;Sí;PRV-0016;Taller;337;28;0;1;No;No;Tercero;0;Vehículos;3/1/2024;2/1/2025;144632;2777099;4000;Agente;Quito;Vencida;All Perils;Corporativo;16;Quito;4;4;No;574;PPA-3414;D7RVHUS6EFGJ7YDRD;6X2UH94S;Mazda;3;2015;Sedan;2151614;PRV-0016;Auto Repuestos y Servicio Imbabura;Taller;Quito;13;No;332;301;1109998
